Ticket_ID,Device_ID,Timestamp,Description,Is_Root_Cause
03bc64db,ONT-00493,2025-12-01 05:56:00,Thay đổi mật khẩu wifi,0
ffbb5e02,ONT-01885,2025-12-01 05:59:00,Thay đổi gói cước,0
c89ce648,ONT-01591,2025-12-01 06:00:00,Reset port theo yêu cầu,0
0179c260,ONT-00299,2025-12-01 06:01:00,Bảo trì có kế hoạch,0
bd0957c6,ONT-01967,2025-12-01 06:04:00,Thay đổi mật khẩu wifi,0
3e23e032,ONT-01909,2025-12-01 06:14:00,Cấu hình VLAN,0
77dcb4a1,ONT-02177,2025-12-01 06:21:00,Khách hàng báo chậm,0
c19bda68,ONT-02681,2025-12-01 06:34:00,Kiểm tra định tuyến,0
382ab9b5,ACCESS-0086,2025-12-01 06:35:00,Kiểm tra tín hiệu,0
5e56ba01,ONT-02664,2025-12-01 06:49:00,Kiểm tra tín hiệu,0
1ba2cff8,ONT-01438,2025-12-01 06:58:00,Reset port theo yêu cầu,0
515e7a62,ONT-01382,2025-12-01 07:02:00,Thay đổi mật khẩu wifi,0
fdbf55f1,ACCESS-0034,2025-12-01 07:05:00,CPU Overload 99%,1
1de596a6,ONT-00312,2025-12-01 07:05:20,ERROR_Lost 100%,0
8625f642,ONT-00195,2025-12-01 07:05:23,ERROR_Lost 100%,0
29ecbe45,ONT-01494,2025-12-01 07:05:29,ERROR_Lost 100%,0
5efdd81d,ONT-01235,2025-12-01 07:05:33,ERROR_Lost 100%,0
786bf499,ONT-01484,2025-12-01 07:05:44,ERROR_Lost 100%,0
577cb24b,ONT-00946,2025-12-01 07:06:00,Kiểm tra định tuyến,0
3468ffa1,ONT-02364,2025-12-01 07:06:02,ERROR_Lost 100%,0
f9409395,ONT-02316,2025-12-01 07:06:36,ERROR_Lost 100%,0
40b700b3,ONT-02555,2025-12-01 07:06:44,ERROR_Lost 100%,0
52fc2997,ONT-01544,2025-12-01 07:06:48,ERROR_Lost 100%,0
4c215eb3,ONT-01332,2025-12-01 07:06:48,ERROR_Lost 100%,0
7c3223fb,ONT-02984,2025-12-01 07:07:03,ERROR_Lost 100%,0
2b4dd3d5,ONT-02562,2025-12-01 07:07:25,ERROR_Lost 100%,0
97f2ea5c,ONT-00985,2025-12-01 07:07:40,ERROR_Lost 100%,0
b75f6d72,ONT-01828,2025-12-01 07:08:08,ERROR_Lost 100%,0
5c17e6b2,ONT-00916,2025-12-01 07:08:18,ERROR_Lost 100%,0
3582b63b,ONT-01128,2025-12-01 07:08:50,ERROR_Lost 100%,0
ccacbcd7,ONT-01443,2025-12-01 07:08:58,ERROR_Lost 100%,0
52465750,ONT-00217,2025-12-01 07:09:18,ERROR_Lost 100%,0
46c11aee,ONT-01612,2025-12-01 07:09:23,ERROR_Lost 100%,0
4e5af158,ONT-01246,2025-12-01 07:09:34,ERROR_Lost 100%,0
93a1f191,ONT-00781,2025-12-01 07:09:36,ERROR_Lost 100%,0
01e00143,ONT-01619,2025-12-01 07:09:54,ERROR_Lost 100%,0
176b8588,ONT-01620,2025-12-01 07:10:00,Cấu hình VLAN,0
69686232,ONT-00531,2025-12-01 07:11:00,Reset port theo yêu cầu,0
955a1519,ONT-02296,2025-12-01 07:18:00,Khách hàng báo chậm,0
435428d4,ONT-00320,2025-12-01 07:20:00,Khách hàng báo chậm,0
8976661d,ONT-00813,2025-12-01 07:25:00,Kiểm tra tín hiệu,0
5ab1f9a5,ONT-01151,2025-12-01 07:26:00,Upgrade Firmware,0
abdd7515,ONT-01335,2025-12-01 07:34:00,Kiểm tra tín hiệu,0
09dc4009,ONT-01047,2025-12-01 07:35:00,Thay đổi gói cước,0
5a4836eb,ONT-01373,2025-12-01 07:40:00,Kiểm tra tín hiệu,0
17bb032a,ONT-02443,2025-12-01 07:41:00,Bảo trì có kế hoạch,0
b1fb2a23,AGG-009,2025-12-01 07:43:00,Upgrade Firmware,0
0a4f1e1c,ONT-00345,2025-12-01 07:44:00,Thay đổi mật khẩu wifi,0
614b34aa,ONT-01470,2025-12-01 07:51:00,Khách hàng báo chậm,0
dbce8d5f,ONT-02471,2025-12-01 08:07:00,Bảo trì có kế hoạch,0
ea54b881,ACCESS-0038,2025-12-01 08:21:00,CPU Overload 99%,1
8a4e84e7,ONT-01521,2025-12-01 08:21:07,ERROR_Lost 100%,0
babc8687,ONT-01535,2025-12-01 08:21:12,ERROR_Lost 100%,0
15794c61,ONT-02635,2025-12-01 08:21:15,ERROR_Lost 100%,0
1969c35a,ONT-00786,2025-12-01 08:21:33,ERROR_Lost 100%,0
7f3a7332,ONT-01948,2025-12-01 08:21:35,ERROR_Lost 100%,0
444659b5,ONT-00676,2025-12-01 08:21:39,ERROR_Lost 100%,0
09600c78,ONT-00337,2025-12-01 08:21:58,ERROR_Lost 100%,0
6a8184c1,ONT-02520,2025-12-01 08:22:02,ERROR_Lost 100%,0
179768e9,ONT-02095,2025-12-01 08:22:16,ERROR_Lost 100%,0
8ce92ffa,ONT-01686,2025-12-01 08:22:43,ERROR_Lost 100%,0
73ca8566,ONT-00363,2025-12-01 08:23:04,ERROR_Lost 100%,0
76806ecd,ONT-01966,2025-12-01 08:23:18,ERROR_Lost 100%,0
4b3b2e15,ONT-02839,2025-12-01 08:23:46,ERROR_Lost 100%,0
9b8c88fe,ONT-01147,2025-12-01 08:23:47,ERROR_Lost 100%,0
ed291c3c,ONT-01451,2025-12-01 08:24:17,ERROR_Lost 100%,0
9c254d67,ONT-02832,2025-12-01 08:24:25,ERROR_Lost 100%,0
f4540fb5,ONT-01790,2025-12-01 08:25:10,ERROR_Lost 100%,0
0aba1854,ONT-01105,2025-12-01 08:25:14,ERROR_Lost 100%,0
b960538f,ONT-02626,2025-12-01 08:25:17,ERROR_Lost 100%,0
8fb987f7,ONT-01433,2025-12-01 08:25:35,ERROR_Lost 100%,0
144752e0,ONT-01317,2025-12-01 08:25:42,ERROR_Lost 100%,0
560cfe88,ONT-01352,2025-12-01 08:25:51,ERROR_Lost 100%,0
66fa06d9,ONT-01344,2025-12-01 08:26:00,ERROR_Lost 100%,0
2d2c0879,ONT-02973,2025-12-01 08:28:00,Bảo trì có kế hoạch,0
4a3037d6,ONT-01458,2025-12-01 08:29:00,Cấu hình VLAN,0
b444662e,ONT-02785,2025-12-01 08:33:00,Kiểm tra tín hiệu,0
5872561e,ONT-02873,2025-12-01 08:34:00,Thay đổi mật khẩu wifi,0
8868e12d,ONT-01701,2025-12-01 08:40:00,Reset port theo yêu cầu,0
dadba7d4,ACCESS-0047,2025-12-01 08:41:00,Thay đổi gói cước,0
1d22ffb0,ONT-00829,2025-12-01 08:41:00,Bảo trì có kế hoạch,0
b6c843b6,ONT-02382,2025-12-01 08:44:00,Cấu hình VLAN,0
ce3cb126,ONT-00388,2025-12-01 08:47:00,Kiểm tra định tuyến,0
9cace266,ONT-01116,2025-12-01 08:50:00,Kiểm tra định tuyến,0
a0bc3b36,ONT-00376,2025-12-01 08:53:00,Bảo trì có kế hoạch,0
6762a467,ONT-02765,2025-12-01 08:53:00,Cấu hình VLAN,0
8073f4cf,ONT-00864,2025-12-01 08:56:00,Khách hàng báo chậm,0
48e34668,ACCESS-0062,2025-12-01 08:57:00,Reset port theo yêu cầu,0
3585b41f,ONT-00010,2025-12-01 08:58:00,Bảo trì có kế hoạch,0
1feeb94d,ONT-00040,2025-12-01 09:03:00,Kiểm tra định tuyến,0
8ef49d41,ONT-01830,2025-12-01 09:08:00,Kiểm tra định tuyến,0
8c9f5dbe,ONT-01873,2025-12-01 09:12:00,Kiểm tra tín hiệu,0
be5e3ad5,ONT-00037,2025-12-01 09:12:00,Thay đổi mật khẩu wifi,0
87af5e44,ONT-01664,2025-12-01 09:17:00,Reset port theo yêu cầu,0
0a8ca71c,ONT-00038,2025-12-01 09:17:00,Cấu hình VLAN,0
2e9d7ea8,ONT-01330,2025-12-01 09:37:00,Reset port theo yêu cầu,0
072216a2,ONT-02945,2025-12-01 09:51:00,Kiểm tra định tuyến,0
8c098a86,ONT-02297,2025-12-01 09:54:00,Kiểm tra định tuyến,0
8ed9146e,ONT-02320,2025-12-01 09:57:00,Thay đổi gói cước,0
1234fa34,ONT-01983,2025-12-01 09:59:00,Khách hàng báo chậm,0
14b6040c,ONT-02046,2025-12-01 09:59:00,Upgrade Firmware,0
1b276f99,ONT-02506,2025-12-01 10:05:00,Kiểm tra tín hiệu,0
c356a46e,ONT-00861,2025-12-01 10:32:00,Reset port theo yêu cầu,0
236e8f6b,ONT-01232,2025-12-01 10:36:00,Reset port theo yêu cầu,0
3e5d1285,ONT-02852,2025-12-01 10:38:00,Thay đổi gói cước,0
89a283bd,ONT-00324,2025-12-01 10:42:00,Thay đổi mật khẩu wifi,0
36028b93,ONT-01163,2025-12-01 10:43:00,Thay đổi mật khẩu wifi,0
01d9cb8e,ONT-01315,2025-12-01 10:52:00,Reset port theo yêu cầu,0
93af1ca8,ONT-01680,2025-12-01 10:59:00,Reset port theo yêu cầu,0
d04c233f,ONT-00553,2025-12-01 10:59:00,Kiểm tra định tuyến,0
7c824f23,ONT-02072,2025-12-01 11:04:00,Bảo trì có kế hoạch,0
f23bbda4,ONT-02340,2025-12-01 11:05:00,Thay đổi gói cước,0
7e3f78bf,ONT-00974,2025-12-01 11:12:00,Reset port theo yêu cầu,0
99916e89,ONT-01387,2025-12-01 11:13:00,Reset port theo yêu cầu,0
95f07cbd,ONT-00886,2025-12-01 11:20:00,Thay đổi mật khẩu wifi,0
5204bfcb,ONT-02701,2025-12-01 11:31:00,Thay đổi gói cước,0
4c084f94,ONT-01266,2025-12-01 11:39:00,Upgrade Firmware,0
f685c6dd,ONT-00453,2025-12-01 11:40:00,Kiểm tra tín hiệu,0
2e1597ab,ONT-02255,2025-12-01 11:55:00,Khách hàng báo chậm,0
22b9573c,ONT-02711,2025-12-01 11:58:00,Khách hàng báo chậm,0
cbdb110a,ONT-02545,2025-12-01 11:59:00,Thay đổi mật khẩu wifi,0
378a9ec0,ONT-01341,2025-12-01 12:00:00,Kiểm tra tín hiệu,0
01323931,ONT-01113,2025-12-01 12:09:00,Bảo trì có kế hoạch,0
8b86d875,ONT-01117,2025-12-01 12:26:00,Cấu hình VLAN,0
86672cfa,ONT-00307,2025-12-01 12:34:00,Reset port theo yêu cầu,0
46e3b4fe,ACCESS-0074,2025-12-01 12:38:00,Reset port theo yêu cầu,0
718d779f,ONT-00618,2025-12-01 12:39:00,Thay đổi gói cước,0
68e902a3,ONT-00629,2025-12-01 12:44:00,Cấu hình VLAN,0
8eddf983,ONT-00444,2025-12-01 12:55:00,Bảo trì có kế hoạch,0
9677d1b8,ONT-01840,2025-12-01 13:04:00,Bảo trì có kế hoạch,0
cbaede02,ONT-00742,2025-12-01 13:05:00,Reset port theo yêu cầu,0
1d6fdaa5,ONT-01948,2025-12-01 13:11:00,Reset port theo yêu cầu,0
37c6c0b1,ONT-01930,2025-12-01 13:15:00,Kiểm tra tín hiệu,0
6b0aaae3,ONT-00005,2025-12-01 13:26:00,Cấu hình VLAN,0
9eaca19f,ONT-02610,2025-12-01 13:26:00,Cấu hình VLAN,0
9bf7fd81,ONT-01108,2025-12-01 13:37:00,Khách hàng báo chậm,0
82cafa6f,ONT-02445,2025-12-01 13:39:00,Thay đổi gói cước,0
cbdf1f9e,ONT-00405,2025-12-01 13:45:00,Upgrade Firmware,0
7c22495a,ONT-01731,2025-12-01 13:46:00,Cấu hình VLAN,0
5c4243d3,ONT-02721,2025-12-01 13:47:00,Cấu hình VLAN,0
3572a33b,ACCESS-0039,2025-12-01 13:48:00,OSPF State Change to Down,1
6812e9ef,ONT-01351,2025-12-01 13:48:09,ERROR_Lost 100%,0
64c29034,ONT-01875,2025-12-01 13:48:21,ERROR_Lost 100%,0
ff15e337,ONT-02373,2025-12-01 13:48:26,ERROR_Lost 100%,0
3618f41a,ONT-00053,2025-12-01 13:48:44,ERROR_Lost 100%,0
3589aa1f,ONT-02138,2025-12-01 13:48:51,ERROR_Lost 100%,0
d50f6173,ONT-00173,2025-12-01 13:49:12,ERROR_Lost 100%,0
a7e401b1,ONT-02692,2025-12-01 13:49:17,ERROR_Lost 100%,0
24703914,ONT-01840,2025-12-01 13:49:24,ERROR_Lost 100%,0
d4bc685c,ONT-02158,2025-12-01 13:49:31,ERROR_Lost 100%,0
d55c9e59,ONT-01306,2025-12-01 13:49:31,ERROR_Lost 100%,0
5493220f,ONT-02965,2025-12-01 13:49:33,ERROR_Lost 100%,0
02612c70,ONT-02408,2025-12-01 13:49:36,ERROR_Lost 100%,0
c16dbc14,ONT-01730,2025-12-01 13:50:00,Cấu hình VLAN,0
0da400d1,ONT-00138,2025-12-01 13:50:30,ERROR_Lost 100%,0
cab864e7,ONT-02263,2025-12-01 13:50:49,ERROR_Lost 100%,0
b18e17e4,ONT-01578,2025-12-01 13:50:52,ERROR_Lost 100%,0
02448852,ONT-01444,2025-12-01 13:51:29,ERROR_Lost 100%,0
0524cf4a,ONT-01148,2025-12-01 13:51:46,ERROR_Lost 100%,0
86851209,ONT-02448,2025-12-01 13:51:52,ERROR_Lost 100%,0
71f8e638,ONT-00835,2025-12-01 13:51:53,ERROR_Lost 100%,0
da289aee,ONT-02521,2025-12-01 13:52:09,ERROR_Lost 100%,0
e65fa25b,ONT-00677,2025-12-01 13:52:25,ERROR_Lost 100%,0
4e92cac8,ONT-00209,2025-12-01 13:52:44,ERROR_Lost 100%,0
5c42ea4b,ONT-00388,2025-12-01 13:52:48,ERROR_Lost 100%,0
0e26da28,ONT-01221,2025-12-01 13:52:50,ERROR_Lost 100%,0
3409acd6,ONT-00549,2025-12-01 13:52:52,ERROR_Lost 100%,0
81ec1a73,ONT-01186,2025-12-01 13:53:00,ERROR_Lost 100%,0
b020711f,ONT-00390,2025-12-01 13:57:00,Kiểm tra định tuyến,0
abbdb7a5,ONT-02969,2025-12-01 14:00:00,Kiểm tra định tuyến,0
691b4aaf,ONT-02265,2025-12-01 14:01:00,Thay đổi mật khẩu wifi,0
14212b19,ONT-00254,2025-12-01 14:05:00,Kiểm tra tín hiệu,0
8e117549,ONT-01356,2025-12-01 14:20:00,Cấu hình VLAN,0
2f8ecb39,ONT-01732,2025-12-01 14:23:00,Cấu hình VLAN,0
cafbf60c,ONT-02897,2025-12-01 14:37:00,Kiểm tra tín hiệu,0
02a38497,ONT-00309,2025-12-01 14:39:00,Upgrade Firmware,0
1e2897f2,ACCESS-0028,2025-12-01 14:41:00,OSPF State Change to Down,1
afe63bff,ONT-02791,2025-12-01 14:41:09,ERROR_Lost 100%,0
6c0f21b0,ONT-00137,2025-12-01 14:41:09,ERROR_Lost 100%,0
db6ab973,ONT-00512,2025-12-01 14:41:11,ERROR_Lost 100%,0
17e97609,ONT-00208,2025-12-01 14:41:51,ERROR_Lost 100%,0
f10281ff,ONT-01169,2025-12-01 14:42:34,ERROR_Lost 100%,0
317d48c2,ONT-00379,2025-12-01 14:42:34,ERROR_Lost 100%,0
c6b606ca,ONT-00243,2025-12-01 14:43:00,Khách hàng báo chậm,0
7f245d53,ONT-02651,2025-12-01 14:43:03,ERROR_Lost 100%,0
7c3caf76,ONT-01432,2025-12-01 14:43:13,ERROR_Lost 100%,0
1ace494e,ONT-00457,2025-12-01 14:43:31,ERROR_Lost 100%,0
1f9b2bac,ONT-01070,2025-12-01 14:43:53,ERROR_Lost 100%,0
da2f3f51,ONT-02430,2025-12-01 14:43:55,ERROR_Lost 100%,0
836b7745,ONT-01092,2025-12-01 14:44:06,ERROR_Lost 100%,0
ee184edf,ONT-02516,2025-12-01 14:44:24,ERROR_Lost 100%,0
f0a81807,ONT-00206,2025-12-01 14:44:25,ERROR_Lost 100%,0
80573d7b,ONT-01227,2025-12-01 14:44:55,ERROR_Lost 100%,0
4e3c557f,ONT-02649,2025-12-01 14:45:12,ERROR_Lost 100%,0
34c21072,ONT-01415,2025-12-01 14:45:14,ERROR_Lost 100%,0
e8c89f1b,ONT-01650,2025-12-01 14:45:39,ERROR_Lost 100%,0
e5dd379e,ONT-01963,2025-12-01 14:45:42,ERROR_Lost 100%,0
8dae324e,ONT-02034,2025-12-01 14:45:50,ERROR_Lost 100%,0
